PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,1397.7803,26.2875,4,0.72
2,2413.1673,0.2480,4,0.83
3,3428.912,0.5755,4,0.87
4,4443.6746,0.2557,4,0.90
5,5445.2401,0.1129,4,0.92
6,6459.7822,0.1292,4,0.93
7,7460.6785,0.0869,4,0.94
8,8460.7815,0.1964,4,0.95
9,9475.2325,4.3107,4,0.95
10,10476.7151,0.7217,4,0.95
