timestamp,clientIp,reestablishmentTime
2025-07-01T16:31:05.688Z,::ffff:172.19.0.5,4.48
2025-07-01T16:51:03.745Z,::ffff:172.19.0.5,1185.839
2025-07-01T16:51:21.087Z,::ffff:172.19.0.5,5.023
2025-07-01T16:51:38.280Z,::ffff:172.19.0.5,4.951
2025-07-01T16:51:57.142Z,::ffff:172.19.0.5,6.574
2025-07-01T16:52:14.227Z,::ffff:172.19.0.5,4.802
2025-07-01T17:21:09.177Z,::ffff:172.19.0.5,1722.704
2025-07-01T17:21:24.684Z,::ffff:172.19.0.5,3.297
2025-07-01T17:21:40.141Z,::ffff:172.19.0.5,3.339
2025-07-01T17:21:55.600Z,::ffff:172.19.0.5,3.351
2025-07-01T17:22:11.024Z,::ffff:172.19.0.5,3.322
2025-07-02T16:34:11.702Z,::ffff:172.19.0.6,3.334
2025-07-02T16:34:27.162Z,::ffff:172.19.0.6,3.348
2025-07-02T16:34:42.683Z,::ffff:172.19.0.6,3.385
2025-07-02T16:34:58.176Z,::ffff:172.19.0.6,3.358
2025-07-02T17:02:13.261Z,::ffff:172.19.0.6,1622.961
2025-07-02T17:02:28.754Z,::ffff:172.19.0.6,3.342
2025-07-02T17:02:44.275Z,::ffff:172.19.0.6,3.359
2025-07-02T17:02:59.738Z,::ffff:172.19.0.6,3.35
2025-07-02T17:03:15.278Z,::ffff:172.19.0.6,3.368
2025-07-02T17:29:11.590Z,::ffff:172.19.0.6,1544.154
2025-07-02T17:29:27.051Z,::ffff:172.19.0.6,3.328
2025-07-02T17:29:42.531Z,::ffff:172.19.0.6,3.337
2025-07-02T17:29:58.006Z,::ffff:172.19.0.6,3.321
2025-07-02T17:30:13.455Z,::ffff:172.19.0.6,3.329
2025-07-02T17:35:31.236Z,::ffff:172.19.0.6,305.646
2025-07-02T17:35:46.687Z,::ffff:172.19.0.6,3.333
2025-07-02T17:36:02.187Z,::ffff:172.19.0.6,3.342
2025-07-02T17:36:17.608Z,::ffff:172.19.0.6,3.349
2025-07-02T17:36:33.130Z,::ffff:172.19.0.6,3.392
2025-07-02T17:42:31.711Z,::ffff:172.19.0.6,346.463
2025-07-02T17:42:47.205Z,::ffff:172.19.0.6,3.337
2025-07-02T17:43:02.662Z,::ffff:172.19.0.6,3.325
2025-07-02T17:43:18.132Z,::ffff:172.19.0.6,3.357
2025-07-02T17:43:33.606Z,::ffff:172.19.0.6,3.357
2025-07-02T18:47:14.387Z,::ffff:172.19.0.4,3.437
2025-07-02T18:47:29.921Z,::ffff:172.19.0.4,3.356
2025-07-02T18:47:45.442Z,::ffff:172.19.0.4,3.366
2025-07-02T18:48:00.962Z,::ffff:172.19.0.4,3.338
2025-07-02T19:08:20.668Z,::ffff:172.19.0.4,1207.575
2025-07-02T19:08:36.101Z,::ffff:172.19.0.4,3.3
2025-07-02T19:08:51.621Z,::ffff:172.19.0.4,3.359
2025-07-02T19:09:07.116Z,::ffff:172.19.0.4,3.349
2025-07-02T19:09:22.573Z,::ffff:172.19.0.4,3.327
2025-07-02T19:33:50.055Z,::ffff:172.19.0.4,1455.329
2025-07-02T19:34:05.501Z,::ffff:172.19.0.4,3.312
2025-07-02T19:34:20.991Z,::ffff:172.19.0.4,3.302
2025-07-02T19:34:36.794Z,::ffff:172.19.0.4,3.627
2025-07-02T19:34:52.295Z,::ffff:172.19.0.4,3.336
2025-07-03T00:11:02.555Z,::ffff:172.19.0.6,3.321
2025-07-03T00:11:18.073Z,::ffff:172.19.0.6,3.366
2025-07-03T00:11:33.607Z,::ffff:172.19.0.6,3.325
2025-07-03T00:11:49.074Z,::ffff:172.19.0.6,3.338
2025-07-03T00:25:49.826Z,::ffff:172.19.0.6,828.623
2025-07-03T00:26:05.244Z,::ffff:172.19.0.6,3.199
2025-07-03T00:26:20.722Z,::ffff:172.19.0.6,3.352
2025-07-03T00:26:36.227Z,::ffff:172.19.0.6,3.402
2025-07-03T00:26:51.715Z,::ffff:172.19.0.6,3.311
2025-07-03T13:34:41.037Z,::ffff:172.19.0.6,3.279
2025-07-03T13:34:56.579Z,::ffff:172.19.0.6,3.353
2025-07-03T13:35:12.141Z,::ffff:172.19.0.6,3.428
2025-07-03T13:35:27.694Z,::ffff:172.19.0.6,3.369
2025-07-03T13:50:38.612Z,::ffff:172.19.0.6,898.794
2025-07-03T13:50:54.076Z,::ffff:172.19.0.6,3.344
2025-07-03T13:51:09.551Z,::ffff:172.19.0.6,3.373
2025-07-03T13:51:25.062Z,::ffff:172.19.0.6,3.358
2025-07-03T13:51:40.566Z,::ffff:172.19.0.6,3.368
2025-07-03T14:11:54.471Z,::ffff:172.19.0.6,1201.769
2025-07-03T14:12:09.975Z,::ffff:172.19.0.6,3.347
2025-07-03T14:12:25.476Z,::ffff:172.19.0.6,3.382
2025-07-03T14:12:40.979Z,::ffff:172.19.0.6,3.378
2025-07-03T14:12:56.487Z,::ffff:172.19.0.6,3.36
2025-07-03T14:19:24.016Z,::ffff:172.19.0.6,375.31
2025-07-03T14:19:39.481Z,::ffff:172.19.0.6,3.339
2025-07-03T14:19:54.978Z,::ffff:172.19.0.6,3.354
2025-07-03T14:20:10.433Z,::ffff:172.19.0.6,3.325
2025-07-03T14:20:25.924Z,::ffff:172.19.0.6,3.308
2025-07-03T14:32:34.150Z,::ffff:172.19.0.6,716.056
2025-07-03T14:32:49.628Z,::ffff:172.19.0.6,3.364
2025-07-03T14:33:05.153Z,::ffff:172.19.0.6,3.36
2025-07-03T14:33:20.649Z,::ffff:172.19.0.6,3.37
2025-07-03T14:33:36.108Z,::ffff:172.19.0.6,3.333
2025-07-03T15:53:31.319Z,::ffff:172.19.0.14,3.287
2025-07-03T15:53:46.803Z,::ffff:172.19.0.14,3.331
2025-07-03T15:54:02.330Z,::ffff:172.19.0.14,3.381
2025-07-03T15:54:17.809Z,::ffff:172.19.0.14,3.306
2025-07-03T17:09:20.693Z,::ffff:172.19.0.5,3.362
2025-07-03T17:09:36.191Z,::ffff:172.19.0.5,3.377
2025-07-03T17:09:51.680Z,::ffff:172.19.0.5,3.382
2025-07-03T17:10:07.267Z,::ffff:172.19.0.5,3.473
2025-07-03T17:38:27.535Z,::ffff:172.19.0.14,3.31
2025-07-03T17:38:43.034Z,::ffff:172.19.0.14,3.356
2025-07-03T17:38:58.514Z,::ffff:172.19.0.14,3.357
2025-07-03T17:39:13.996Z,::ffff:172.19.0.14,3.35
2025-07-03T22:42:07.500Z,::ffff:172.19.0.6,3.457
2025-07-03T22:42:23.187Z,::ffff:172.19.0.6,3.56
2025-07-03T22:42:38.746Z,::ffff:172.19.0.6,3.453
2025-07-03T22:42:54.254Z,::ffff:172.19.0.6,3.362
2025-07-03T22:52:29.286Z,::ffff:172.19.0.6,562.932
2025-07-03T22:52:44.746Z,::ffff:172.19.0.6,3.347
2025-07-03T22:53:00.268Z,::ffff:172.19.0.6,3.41
2025-07-03T22:53:15.835Z,::ffff:172.19.0.6,3.45
2025-07-03T22:53:31.342Z,::ffff:172.19.0.6,3.41
2025-07-03T23:24:43.477Z,::ffff:172.19.0.6,1860.034
2025-07-03T23:24:58.955Z,::ffff:172.19.0.6,3.151
2025-07-03T23:25:14.529Z,::ffff:172.19.0.6,3.429
2025-07-03T23:25:30.136Z,::ffff:172.19.0.6,3.465
2025-07-03T23:25:45.559Z,::ffff:172.19.0.6,3.299
2025-07-04T18:44:36.668Z,::ffff:172.19.0.14,3.31
2025-07-04T18:44:52.161Z,::ffff:172.19.0.14,3.359
2025-07-04T18:45:07.605Z,::ffff:172.19.0.14,3.318
2025-07-04T18:45:23.375Z,::ffff:172.19.0.14,3.652
2025-07-05T12:11:14.919Z,::ffff:172.19.0.6,3.391
2025-07-05T12:11:30.447Z,::ffff:172.19.0.6,3.38
2025-07-05T12:11:45.987Z,::ffff:172.19.0.6,3.354
2025-07-05T12:12:01.614Z,::ffff:172.19.0.6,3.534
2025-07-06T13:20:40.502Z,::ffff:172.19.0.6,3.648
2025-07-06T13:20:55.987Z,::ffff:172.19.0.6,3.394
2025-07-06T13:21:11.458Z,::ffff:172.19.0.6,3.353
2025-07-06T13:21:26.962Z,::ffff:172.19.0.6,3.354
2025-07-06T20:13:50.489Z,::ffff:172.19.0.6,3.535
2025-07-06T20:14:05.956Z,::ffff:172.19.0.6,3.339
2025-07-06T20:14:21.416Z,::ffff:172.19.0.6,3.323
2025-07-06T20:14:36.916Z,::ffff:172.19.0.6,3.349
2025-07-06T20:21:52.775Z,::ffff:172.19.0.6,423.732
2025-07-06T20:22:08.266Z,::ffff:172.19.0.6,3.364
2025-07-06T20:22:23.783Z,::ffff:172.19.0.6,3.378
2025-07-06T20:22:39.276Z,::ffff:172.19.0.6,3.373
2025-07-06T20:22:54.765Z,::ffff:172.19.0.6,3.357
2025-07-06T21:16:32.571Z,::ffff:172.19.0.6,3205.702
2025-07-06T21:16:48.135Z,::ffff:172.19.0.6,3.347
2025-07-06T21:17:03.583Z,::ffff:172.19.0.6,3.345
2025-07-06T21:17:19.129Z,::ffff:172.19.0.6,3.367
2025-07-06T21:17:34.774Z,::ffff:172.19.0.6,3.525
2025-07-06T21:29:41.468Z,::ffff:172.19.0.6,714.58
2025-07-06T21:29:56.942Z,::ffff:172.19.0.6,3.326
2025-07-06T21:30:12.390Z,::ffff:172.19.0.6,3.343
2025-07-06T21:30:27.876Z,::ffff:172.19.0.6,3.354
2025-07-06T21:30:43.349Z,::ffff:172.19.0.6,3.324
2025-07-06T21:35:47.062Z,::ffff:172.19.0.6,291.555
2025-07-06T21:36:02.534Z,::ffff:172.19.0.6,3.34
2025-07-06T21:36:17.999Z,::ffff:172.19.0.6,3.316
2025-07-06T21:36:33.686Z,::ffff:172.19.0.6,3.538
2025-07-06T21:36:49.190Z,::ffff:172.19.0.6,3.347
2025-07-08T00:03:48.539Z,::ffff:172.19.0.14,3.487
2025-07-08T00:04:04.051Z,::ffff:172.19.0.14,3.391
2025-07-08T00:04:19.534Z,::ffff:172.19.0.14,3.357
2025-07-08T00:04:35.107Z,::ffff:172.19.0.14,3.387
2025-07-08T13:03:21.816Z,::ffff:172.19.0.14,3.561
2025-07-08T13:03:37.274Z,::ffff:172.19.0.14,3.33
2025-07-08T13:03:52.818Z,::ffff:172.19.0.14,3.427
2025-07-08T13:04:08.510Z,::ffff:172.19.0.14,3.567
2025-07-08T15:21:41.599Z,::ffff:172.19.0.14,8240.962
2025-07-08T15:21:57.067Z,::ffff:172.19.0.14,3.294
2025-07-08T15:22:12.583Z,::ffff:172.19.0.14,3.362
2025-07-08T15:22:28.091Z,::ffff:172.19.0.14,3.342
2025-07-08T15:22:43.604Z,::ffff:172.19.0.14,3.358
2025-07-08T17:17:29.775Z,::ffff:172.19.0.14,6874.055
2025-07-08T17:17:45.217Z,::ffff:172.19.0.14,3.328
2025-07-08T17:18:00.704Z,::ffff:172.19.0.14,3.379
2025-07-08T17:18:16.296Z,::ffff:172.19.0.14,3.45
2025-07-08T17:18:31.822Z,::ffff:172.19.0.14,3.376
2025-07-08T17:46:06.876Z,::ffff:172.19.0.14,1642.905
2025-07-08T17:46:22.305Z,::ffff:172.19.0.14,3.308
2025-07-08T17:46:37.997Z,::ffff:172.19.0.14,3.535
2025-07-08T17:46:53.525Z,::ffff:172.19.0.14,3.368
2025-07-08T17:47:09.008Z,::ffff:172.19.0.14,3.338
2025-07-08T17:58:29.658Z,::ffff:172.19.0.14,668.455
2025-07-08T17:58:45.152Z,::ffff:172.19.0.14,3.342
2025-07-08T17:59:00.622Z,::ffff:172.19.0.14,3.359
2025-07-08T17:59:16.146Z,::ffff:172.19.0.14,3.378
2025-07-08T17:59:31.726Z,::ffff:172.19.0.14,3.427
2025-07-08T18:25:56.399Z,::ffff:172.19.0.14,1572.541
2025-07-08T18:26:11.856Z,::ffff:172.19.0.14,3.357
2025-07-08T18:26:27.431Z,::ffff:172.19.0.14,3.39
2025-07-08T18:26:42.904Z,::ffff:172.19.0.14,3.335
2025-07-08T18:26:58.502Z,::ffff:172.19.0.14,3.477
2025-07-08T19:20:42.444Z,::ffff:172.19.0.14,3211.814
2025-07-08T19:20:57.948Z,::ffff:172.19.0.14,3.371
2025-07-08T19:21:13.449Z,::ffff:172.19.0.14,3.346
2025-07-08T19:21:28.949Z,::ffff:172.19.0.14,3.32
2025-07-08T19:21:44.457Z,::ffff:172.19.0.14,3.356
2025-07-08T19:26:47.867Z,::ffff:172.19.0.14,291.297
2025-07-08T19:27:03.307Z,::ffff:172.19.0.14,3.325
2025-07-08T19:27:18.813Z,::ffff:172.19.0.14,3.339
2025-07-08T19:27:34.238Z,::ffff:172.19.0.14,3.342
2025-07-08T19:27:49.727Z,::ffff:172.19.0.14,3.367
2025-07-08T19:44:05.840Z,::ffff:172.19.0.14,963.973
2025-07-08T19:44:21.339Z,::ffff:172.19.0.14,3.332
2025-07-08T19:44:36.851Z,::ffff:172.19.0.14,3.364
2025-07-08T19:44:52.304Z,::ffff:172.19.0.14,3.314
2025-07-08T19:45:07.783Z,::ffff:172.19.0.14,3.351
2025-07-08T19:49:46.022Z,::ffff:172.19.0.14,266.096
2025-07-08T19:50:01.542Z,::ffff:172.19.0.14,3.373
2025-07-08T19:50:17.041Z,::ffff:172.19.0.14,3.362
2025-07-08T19:50:32.526Z,::ffff:172.19.0.14,3.344
2025-07-08T19:50:47.980Z,::ffff:172.19.0.14,3.326
2025-07-09T12:33:56.765Z,::ffff:172.19.0.6,3.062
2025-07-09T12:34:12.192Z,::ffff:172.19.0.6,3.335
2025-07-09T12:34:27.661Z,::ffff:172.19.0.6,3.36
2025-07-09T12:34:43.114Z,::ffff:172.19.0.6,3.349
2025-07-09T18:40:29.867Z,::ffff:172.19.0.6,3.252
2025-07-09T18:40:45.284Z,::ffff:172.19.0.6,3.324
2025-07-09T18:41:00.707Z,::ffff:172.19.0.6,3.322
2025-07-09T18:41:16.115Z,::ffff:172.19.0.6,3.309
2025-07-09T18:53:33.909Z,::ffff:172.19.0.6,725.664
2025-07-09T18:53:49.302Z,::ffff:172.19.0.6,3.291
2025-07-09T18:54:04.733Z,::ffff:172.19.0.6,3.339
2025-07-09T18:54:20.152Z,::ffff:172.19.0.6,3.312
2025-07-09T18:54:35.594Z,::ffff:172.19.0.6,3.328
2025-07-09T23:31:56.616Z,::ffff:172.19.0.4,3.323
2025-07-09T23:32:12.129Z,::ffff:172.19.0.4,3.387
2025-07-09T23:32:27.578Z,::ffff:172.19.0.4,3.316
2025-07-09T23:32:43.086Z,::ffff:172.19.0.4,3.323
