timestamp,uploadTime
2025-06-25T15:19:40.458Z,0.002
2025-06-25T17:53:28.074Z,0.001
2025-06-26T13:53:40.213Z,0.006
2025-06-26T14:10:35.990Z,0
2025-06-26T14:22:22.003Z,0
2025-06-26T14:44:15.523Z,0
2025-06-26T18:05:17.909Z,0.017
2025-06-26T18:56:43.075Z,0
2025-06-27T14:17:51.963Z,0.003
2025-06-27T14:21:52.397Z,0
2025-06-27T15:07:33.515Z,0.001
2025-06-27T15:10:07.183Z,0.001
2025-06-27T22:02:51.614Z,0.001
2025-06-27T23:30:29.356Z,0
2025-06-27T23:43:00.631Z,0
2025-06-27T23:54:02.812Z,0.001
2025-06-28T00:09:46.146Z,0
2025-06-28T13:33:17.819Z,0.101
2025-06-28T18:05:15.381Z,0.001
2025-07-01T12:38:52.618Z,0.006
2025-07-01T14:10:55.841Z,0.002
2025-07-01T15:28:27.144Z,0.001
2025-07-01T16:31:31.246Z,0.002
2025-07-01T16:52:39.440Z,0.001
2025-07-01T17:22:37.715Z,0.001
2025-07-02T16:35:24.831Z,0.001
2025-07-02T17:03:41.919Z,0.001
2025-07-02T17:30:40.133Z,0
2025-07-02T17:36:59.750Z,0
2025-07-02T17:44:00.256Z,0
2025-07-02T18:48:27.635Z,0.011
2025-07-02T19:09:49.259Z,0.001
2025-07-02T19:35:18.968Z,0
2025-07-03T00:12:15.749Z,0.003
2025-07-03T00:27:18.416Z,0
2025-07-03T13:35:54.384Z,0.06
2025-07-03T13:52:07.215Z,0.001
2025-07-03T14:13:23.134Z,0.001
2025-07-03T14:20:52.630Z,0
2025-07-03T14:34:02.782Z,0
2025-07-03T15:54:44.541Z,0.024
2025-07-03T17:10:34.008Z,0.205
2025-07-03T17:39:40.648Z,0.001
2025-07-03T22:43:20.902Z,0.001
2025-07-03T22:53:57.934Z,0.001
2025-07-03T23:26:12.261Z,0
2025-07-04T18:45:49.729Z,0.002
2025-07-05T12:12:28.089Z,0.004
2025-07-06T13:21:53.634Z,0.015
2025-07-06T20:15:03.580Z,0.002
2025-07-06T20:23:21.417Z,0
2025-07-06T21:18:01.271Z,0.004
2025-07-06T21:31:10.039Z,0.001
2025-07-06T21:37:15.842Z,0
2025-07-08T00:05:01.736Z,0.013
2025-07-08T13:04:34.959Z,0.002
2025-07-08T15:23:10.260Z,0
2025-07-08T17:18:58.461Z,0.002
2025-07-08T17:47:35.675Z,0.001
2025-07-08T17:59:58.312Z,0
2025-07-08T18:27:25.029Z,0
2025-07-08T19:22:11.104Z,0.003
2025-07-08T19:28:16.368Z,0.001
2025-07-08T19:45:34.443Z,0.002
2025-07-08T19:51:14.662Z,0.001
2025-07-09T12:35:09.986Z,0.207
2025-07-09T18:41:42.949Z,0.137
2025-07-09T18:55:02.280Z,0
2025-07-09T23:33:09.776Z,0.013
