PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,113.3229,0.5633,160,8.82
2,119.2305,0.1590,160,16.77
3,120.9877,0.0950,160,24.80
4,123.0768,0.0555,160,32.50
5,124.0026,0.0547,160,40.32
6,125.0342,0.0685,160,47.99
7,126.2183,0.0731,160,55.46
8,127.4329,0.0583,160,62.78
9,127.9083,0.1156,160,70.36
10,128.9541,0.1038,160,77.55
11,130.0444,0.0316,160,84.59
12,130.5215,0.0278,160,91.94
13,136.8875,0.0518,160,94.97
14,137.7556,0.0423,160,101.63
15,138.7577,0.0352,160,108.10
16,153.5093,0.0545,160,104.23
17,172.192,0.2264,160,98.73
18,174.6064,0.1908,160,103.09
19,176.1251,0.3418,160,107.88
20,176.7259,0.1582,160,113.17
21,178.8438,0.1803,160,117.42
22,180.6875,0.1795,160,121.76
23,182.8464,0.3603,160,125.79
24,184.5788,0.1602,160,130.03
25,186.4104,0.2733,160,134.11
26,187.6645,0.3843,160,138.55
27,192.896,0.3400,160,139.97
28,196.3511,0.4166,160,142.60
29,197.8356,0.1517,160,146.59
30,200.3832,0.1482,160,149.71
31,202.728,0.3960,160,152.91
32,205.3051,0.1588,160,155.87
33,208.9189,0.1739,160,157.96
34,212.5475,0.1645,160,159.96
35,218.7053,0.1119,160,160.03
36,223.4315,0.2377,160,161.12
37,224.915,0.1710,160,164.51
38,227.4489,0.1784,160,167.07
39,230.3347,0.1421,160,169.32
40,232.1149,0.1381,160,172.33
41,234.3231,0.2810,160,174.97
42,234.7805,0.1350,160,178.89
43,236.3796,0.3206,160,181.91
44,236.8276,0.1680,160,185.79
45,239.6148,0.2999,160,187.80
46,240.8302,0.1308,160,191.01
47,242.0039,0.1350,160,194.21
48,243.814,0.2127,160,196.87
49,245.4447,0.2021,160,199.64
50,247.3423,0.1439,160,202.15
51,248.5166,0.1366,160,205.22
52,249.8118,0.0996,160,208.16
53,252.634,0.1391,160,209.79
54,254.5738,0.1299,160,212.12
55,256.8055,0.0952,160,214.17
56,259.0456,0.0947,160,216.18
57,260.52,0.0849,160,218.79
58,263.3153,0.0895,160,220.27
59,263.8302,0.1961,160,223.63
60,265.5301,0.1092,160,225.96
61,267.1825,0.0651,160,228.31
62,269.0644,0.0558,160,230.43
63,271.5333,0.1385,160,232.02
64,273.6697,0.0798,160,233.86
65,275.364,0.0690,160,236.05
66,275.8891,0.2041,160,239.23
67,276.688,0.0365,160,242.15
68,277.7013,0.0380,160,244.87
69,278.774,0.0375,160,247.51
70,279.9799,0.0505,160,250.02
71,281.0869,0.1040,160,252.59
72,282.2911,0.0409,160,255.06
73,283.2662,0.0385,160,257.71
74,284.2607,0.0367,160,260.32
75,285.2902,0.0339,160,262.89
76,286.2644,0.0556,160,265.49
77,287.6974,0.0383,160,267.64
78,288.9835,0.0433,160,269.91
79,290.3127,0.0413,160,272.12
80,291.1963,0.0375,160,274.73
81,292.2917,0.0755,160,277.12
82,293.2538,0.0345,160,279.62
83,294.1857,0.0316,160,282.13
84,295.0132,0.0297,160,284.73
85,295.9286,0.0394,160,287.23
86,296.7821,0.0664,160,289.77
87,297.732,0.0342,160,292.21
88,298.558,0.0322,160,294.75
89,303.6845,0.0494,160,293.07
90,304.6994,0.0372,160,295.37
91,305.8534,0.0357,160,297.53
92,307.1315,0.0490,160,299.55
93,308.2304,0.0414,160,301.72
94,309.4599,0.0452,160,303.76
95,320.6474,0.0548,160,296.28
96,321.69,0.0546,160,298.42
97,322.5367,0.0331,160,300.74
98,336.957,0.0514,160,290.84
99,337.9296,0.0450,160,292.96
100,338.9214,0.0353,160,295.05
