timestamp,successRate
2025-05-27T20:15:34.459Z,100
2025-05-27T20:15:39.933Z,100
2025-05-27T20:15:45.408Z,100
2025-05-27T20:15:50.871Z,100
2025-05-27T20:15:56.266Z,100
2025-05-28T12:17:23.824Z,100
2025-05-28T12:17:29.245Z,100
2025-05-28T12:17:34.695Z,100
2025-05-28T12:17:40.182Z,100
2025-05-28T12:17:45.624Z,100
2025-05-28T12:27:19.064Z,100
2025-05-28T12:27:24.443Z,100
2025-05-28T12:27:29.866Z,100
2025-05-28T12:27:35.332Z,100
2025-05-28T12:27:40.770Z,100
2025-05-28T12:35:44.605Z,100
2025-05-28T12:35:50.025Z,100
2025-05-28T12:35:55.489Z,100
2025-05-28T12:36:00.929Z,100
2025-05-28T12:36:06.396Z,100
2025-05-28T12:39:26.179Z,100
2025-05-28T12:39:31.577Z,100
2025-05-28T12:39:36.993Z,100
2025-05-28T12:39:42.418Z,100
2025-05-28T12:39:47.925Z,100
2025-05-28T12:43:10.626Z,100
2025-05-28T12:43:16.095Z,100
2025-05-28T12:43:21.545Z,100
2025-05-28T12:43:27.026Z,100
2025-05-28T12:43:32.470Z,100
2025-05-28T12:53:34.434Z,100
2025-05-28T12:53:39.909Z,100
2025-05-28T12:53:45.287Z,100
2025-05-28T12:53:50.721Z,100
2025-05-28T12:53:56.182Z,100
2025-05-28T13:07:40.770Z,100
2025-05-28T13:07:46.186Z,100
2025-05-28T13:07:51.628Z,100
2025-05-28T13:07:57.006Z,100
2025-05-28T13:08:02.449Z,100
2025-05-28T13:13:34.582Z,100
2025-05-28T13:13:40.026Z,100
2025-05-28T13:13:45.404Z,100
2025-05-28T13:13:50.769Z,100
2025-05-28T13:13:56.257Z,100
2025-05-28T13:16:27.269Z,100
2025-05-28T13:16:32.675Z,100
2025-05-28T13:16:38.090Z,100
2025-05-28T13:17:26.406Z,100
2025-05-28T13:18:00.216Z,100
2025-05-28T13:18:05.645Z,100
2025-05-28T13:18:09.748Z,100
2025-05-28T13:32:20.438Z,100
2025-05-28T13:35:38.486Z,100
2025-05-28T13:35:42.797Z,100
2025-05-28T13:44:34.642Z,100
2025-05-28T13:44:40.041Z,100
2025-05-28T13:44:45.449Z,100
2025-05-28T13:44:50.916Z,100
2025-05-28T13:44:56.325Z,100
2025-05-28T13:50:11.587Z,100
2025-05-28T13:50:17.076Z,100
2025-05-28T13:50:22.461Z,100
2025-05-28T13:51:09.672Z,100
2025-05-28T13:51:14.180Z,100
2025-05-29T11:18:39.380Z,100
2025-05-29T11:18:44.854Z,100
2025-05-29T11:18:50.355Z,100
2025-05-29T11:18:55.819Z,100
2025-05-29T11:19:01.264Z,100
2025-05-29T11:30:55.300Z,100
2025-05-29T11:31:00.688Z,100
2025-05-29T11:31:06.147Z,100
2025-05-29T11:31:11.585Z,100
2025-05-29T11:31:17.066Z,100
2025-05-29T11:38:58.994Z,100
2025-05-29T11:39:04.425Z,100
2025-05-29T11:39:09.833Z,100
2025-05-29T11:39:15.319Z,100
2025-05-29T11:39:20.709Z,100
2025-05-29T11:42:11.823Z,100
2025-05-29T11:42:17.343Z,100
2025-05-29T11:42:22.827Z,100
2025-05-29T11:42:28.265Z,100
2025-05-29T11:42:33.689Z,100
2025-05-29T11:47:13.170Z,100
2025-05-29T11:47:18.588Z,100
2025-05-29T11:47:24.118Z,100
2025-05-29T11:47:29.586Z,100
2025-05-29T11:47:34.976Z,100
2025-05-29T11:48:30.013Z,100
2025-05-29T11:48:35.514Z,100
2025-05-29T11:48:40.925Z,100
2025-05-29T11:48:46.323Z,100
2025-05-29T11:48:51.769Z,100
2025-05-29T19:42:39.522Z,100
2025-05-29T19:42:44.879Z,100
2025-05-29T19:42:50.316Z,100
2025-05-29T19:42:55.690Z,100
2025-05-29T19:43:01.094Z,100
2025-05-29T20:13:03.733Z,100
2025-05-29T20:13:09.225Z,100
2025-05-29T20:13:14.628Z,100
2025-05-29T20:13:20.009Z,100
2025-05-29T20:13:25.430Z,100
2025-05-29T21:42:48.897Z,100
2025-05-29T21:42:54.328Z,100
2025-05-29T21:42:59.721Z,100
2025-05-29T21:43:05.256Z,100
2025-05-29T21:43:10.745Z,100
2025-05-30T20:18:17.192Z,100
2025-05-30T20:18:22.652Z,100
2025-05-30T20:18:28.140Z,100
2025-05-30T20:18:33.611Z,100
2025-05-30T20:24:28.569Z,100
2025-05-30T20:24:34.045Z,100
2025-05-30T20:24:39.515Z,100
2025-05-30T20:24:44.928Z,100
2025-05-30T20:24:50.285Z,100
2025-05-30T22:22:36.661Z,100
2025-05-30T22:22:42.094Z,100
2025-05-30T22:22:47.550Z,100
2025-05-30T22:22:53.063Z,100
2025-05-30T22:22:58.436Z,100
2025-05-30T22:48:57.616Z,100
2025-05-30T22:49:03.050Z,100
2025-05-30T22:49:08.478Z,100
2025-05-30T22:49:13.955Z,100
2025-05-30T22:49:19.361Z,100
2025-05-30T23:44:42.950Z,100
2025-05-30T23:44:48.380Z,100
2025-05-30T23:44:53.766Z,100
2025-05-30T23:44:59.195Z,100
2025-05-30T23:45:04.619Z,100
2025-05-31T01:46:46.256Z,100
2025-05-31T01:46:51.640Z,100
2025-05-31T01:46:57.047Z,100
2025-05-31T01:47:02.506Z,100
2025-05-31T01:47:07.918Z,100
2025-05-31T01:55:05.946Z,100
2025-05-31T01:55:11.330Z,100
2025-05-31T01:55:16.737Z,100
2025-05-31T01:55:22.167Z,100
2025-05-31T01:55:27.566Z,100
2025-05-31T02:00:02.464Z,100
2025-05-31T02:00:07.915Z,100
2025-05-31T02:00:13.390Z,100
2025-05-31T02:00:18.830Z,100
2025-05-31T02:00:24.281Z,100
2025-05-31T02:19:37.908Z,100
2025-05-31T02:19:43.332Z,100
2025-05-31T02:19:48.709Z,100
2025-05-31T02:19:54.093Z,100
2025-05-31T02:19:59.615Z,100
2025-05-31T13:18:16.941Z,100
2025-05-31T13:18:22.355Z,100
2025-05-31T13:18:27.781Z,100
2025-05-31T13:18:33.190Z,100
2025-05-31T13:18:38.581Z,100
2025-05-31T13:48:37.612Z,100
2025-05-31T13:48:43.077Z,100
2025-05-31T13:48:48.520Z,100
2025-05-31T13:48:53.963Z,100
2025-05-31T13:48:59.437Z,100
2025-05-31T14:32:03.859Z,100
2025-05-31T14:32:09.262Z,100
2025-05-31T14:32:14.702Z,100
2025-05-31T14:32:20.155Z,100
2025-05-31T14:32:25.606Z,100
2025-06-03T21:27:40.665Z,100
2025-06-03T21:27:46.093Z,100
2025-06-03T21:27:51.554Z,100
2025-06-03T21:27:57.002Z,100
2025-06-04T12:27:31.685Z,100
2025-06-04T12:27:37.071Z,100
2025-06-04T12:27:42.544Z,100
2025-06-04T12:27:48.014Z,100
2025-06-04T12:27:53.491Z,100
2025-06-04T12:43:19.282Z,100
2025-06-04T12:43:24.614Z,100
2025-06-04T12:43:30.063Z,100
2025-06-04T12:43:38.663Z,100
2025-06-04T12:43:44.136Z,100
2025-06-04T12:43:49.552Z,100
2025-06-04T12:43:54.961Z,100
2025-06-04T12:44:00.360Z,100
2025-06-04T12:48:31.630Z,100
2025-06-04T12:48:36.954Z,100
2025-06-04T12:48:42.440Z,100
2025-06-04T12:48:47.899Z,100
2025-06-04T12:48:53.304Z,100
2025-06-04T13:25:02.957Z,100
2025-06-04T13:25:08.439Z,100
2025-06-04T13:25:13.865Z,100
2025-06-04T13:25:19.233Z,100
2025-06-04T13:25:24.606Z,100
2025-06-04T13:58:56.230Z,100
2025-06-04T13:59:02.168Z,100
2025-06-04T13:59:07.559Z,100
2025-06-04T13:59:12.946Z,100
2025-06-04T13:59:18.423Z,100
2025-06-04T14:10:45.543Z,100
2025-06-04T14:10:50.971Z,100
2025-06-04T14:10:56.414Z,100
2025-06-04T14:11:01.871Z,100
2025-06-04T14:11:07.341Z,100
2025-06-04T14:20:23.891Z,100
2025-06-04T14:20:29.326Z,100
2025-06-04T14:20:34.807Z,100
2025-06-04T14:20:40.218Z,100
2025-06-04T14:20:45.705Z,100
2025-06-04T14:29:32.750Z,100
2025-06-04T14:29:38.728Z,100
2025-06-04T14:29:44.152Z,100
2025-06-04T14:29:49.502Z,100
2025-06-04T14:29:55.015Z,100
2025-06-04T14:44:35.467Z,100
2025-06-04T14:44:41.326Z,100
2025-06-04T14:44:46.786Z,100
2025-06-04T14:44:52.287Z,100
2025-06-04T14:44:57.840Z,100
2025-06-04T14:56:31.593Z,100
