timestamp,uploadTime
2025-06-27T22:06:34.483Z,0.005
2025-06-27T23:20:41.401Z,0.002
2025-06-28T13:55:25.007Z,0.004
2025-06-28T18:00:37.706Z,0.001
2025-06-28T18:39:19.949Z,0.019
2025-06-28T21:15:21.310Z,0.002
2025-06-28T21:39:31.837Z,0
2025-06-28T21:48:05.441Z,0
2025-06-28T22:56:11.573Z,0
2025-06-29T00:20:58.324Z,0
2025-06-29T12:55:52.214Z,0
2025-06-29T15:01:32.865Z,0.006
2025-06-29T15:21:21.556Z,0.002
2025-06-29T19:44:14.972Z,0.001
2025-06-30T17:35:42.763Z,0
2025-07-01T10:13:53.582Z,0
2025-07-03T23:12:41.122Z,0.005
2025-07-04T21:26:10.040Z,0.001
2025-07-08T16:01:36.803Z,0.171
2025-07-08T16:06:55.001Z,0
2025-07-08T16:21:29.709Z,0.001
2025-07-08T16:40:47.350Z,0
2025-07-09T19:08:06.808Z,0.002
2025-07-09T23:22:12.791Z,0.014
