timestamp,clientIp,reestablishmentTime
2025-07-03T23:12:19.870Z,::ffff:172.19.0.6,3.266
2025-07-03T23:12:25.147Z,::ffff:172.19.0.6,3.182
2025-07-03T23:12:30.512Z,::ffff:172.19.0.6,3.177
2025-07-04T21:25:43.192Z,::ffff:172.19.0.5,3.161
2025-07-04T21:25:48.552Z,::ffff:172.19.0.5,3.18
2025-07-04T21:25:53.882Z,::ffff:172.19.0.5,3.154
2025-07-04T21:25:59.264Z,::ffff:172.19.0.5,3.186
2025-07-08T16:01:09.731Z,::ffff:172.19.0.14,3.148
2025-07-08T16:01:15.096Z,::ffff:172.19.0.14,3.131
2025-07-08T16:01:20.498Z,::ffff:172.19.0.14,3.138
2025-07-08T16:01:25.853Z,::ffff:172.19.0.14,3.184
2025-07-08T16:06:22.837Z,::ffff:172.19.0.14,294.721
2025-07-08T16:06:28.138Z,::ffff:172.19.0.14,3.143
2025-07-08T16:06:33.501Z,::ffff:172.19.0.14,3.16
2025-07-08T16:06:38.859Z,::ffff:172.19.0.14,3.169
2025-07-08T16:06:44.230Z,::ffff:172.19.0.14,3.154
2025-07-08T16:20:57.557Z,::ffff:172.19.0.14,851.088
2025-07-08T16:21:02.851Z,::ffff:172.19.0.14,3.139
2025-07-08T16:21:08.198Z,::ffff:172.19.0.14,3.172
2025-07-08T16:21:13.597Z,::ffff:172.19.0.14,3.153
2025-07-08T16:21:18.982Z,::ffff:172.19.0.14,3.181
2025-07-08T16:40:15.162Z,::ffff:172.19.0.14,1133.892
2025-07-08T16:40:20.510Z,::ffff:172.19.0.14,3.158
2025-07-08T16:40:25.871Z,::ffff:172.19.0.14,3.164
2025-07-08T16:40:31.255Z,::ffff:172.19.0.14,3.176
2025-07-08T16:40:36.788Z,::ffff:172.19.0.14,3.305
2025-07-09T19:07:39.845Z,::ffff:172.19.0.6,3.041
2025-07-09T19:07:45.297Z,::ffff:172.19.0.6,3.149
2025-07-09T19:07:50.748Z,::ffff:172.19.0.6,3.129
2025-07-09T19:07:56.169Z,::ffff:172.19.0.6,3.165
2025-07-09T23:21:45.952Z,::ffff:172.19.0.4,3.176
2025-07-09T23:21:51.351Z,::ffff:172.19.0.4,3.163
2025-07-09T23:21:56.807Z,::ffff:172.19.0.4,3.201
2025-07-09T23:22:02.153Z,::ffff:172.19.0.4,3.153
