PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,114.7123,0.5283,160,8.72
2,121.3938,0.2141,160,16.48
3,122.6345,0.0556,160,24.46
4,124.4803,0.0496,160,32.13
5,125.194,0.0827,160,39.94
6,125.6823,0.0426,160,47.74
7,126.6676,0.0698,160,55.26
8,128.7654,0.1198,160,62.13
9,130.8722,0.2694,160,68.77
10,131.9961,0.0825,160,75.76
11,133.1705,0.0436,160,82.60
12,134.8482,0.0469,160,88.99
13,135.9341,0.0691,160,95.63
14,137.1447,0.0652,160,102.08
15,138.1468,0.0383,160,108.58
16,139.1141,0.0405,160,115.01
17,140.1294,0.0781,160,121.32
18,141.2245,0.0591,160,127.46
19,142.6857,0.1254,160,133.16
20,143.9577,0.0552,160,138.93
21,145.1891,0.0565,160,144.64
22,146.3715,0.0495,160,150.30
23,147.5639,0.0786,160,155.86
24,148.8331,0.0627,160,161.25
25,150.289,0.1056,160,166.35
26,151.6953,0.0867,160,171.40
27,153.0266,0.1286,160,176.44
28,154.3665,0.0527,160,181.39
29,155.5701,0.0546,160,186.41
30,156.9365,0.0615,160,191.16
31,158.3762,0.0531,160,195.74
32,159.3153,0.0496,160,200.86
33,160.0094,0.0662,160,206.24
34,160.6497,0.0610,160,211.64
35,162.3089,0.1252,160,215.64
36,163.1997,0.0750,160,220.59
37,164.0739,0.0458,160,225.51
38,166.3888,0.0609,160,228.38
39,168.2584,0.0507,160,231.79
40,169.523,0.0638,160,235.96
41,171.0061,0.0583,160,239.76
42,172.6124,0.0575,160,243.32
43,174.0063,0.0946,160,247.12
44,175.4265,0.0556,160,250.82
45,175.6471,0.0485,160,256.20
46,177.0532,0.0536,160,259.81
47,178.3332,0.0537,160,263.55
48,179.5385,0.0556,160,267.35
49,180.6443,0.0372,160,271.25
50,182.2672,0.0538,160,274.32
51,184.4836,0.0661,160,276.45
52,184.6398,0.0428,160,281.63
53,186.156,0.0565,160,284.71
54,186.6034,0.0434,160,289.38
55,188.1389,0.3062,160,292.34
56,189.9162,0.0600,160,294.87
57,191.617,0.0574,160,297.47
58,199.7951,0.0633,160,290.30
59,200.9842,0.0381,160,293.56
60,202.0603,0.0370,160,296.94
61,203.177,0.0510,160,300.23
62,204.5603,0.0536,160,303.09
63,206.1365,0.1003,160,305.62
64,206.8569,0.1793,160,309.39
65,207.7732,0.0506,160,312.84
66,209.1188,0.0384,160,315.61
67,210.5526,0.0733,160,318.21
68,211.966,0.0507,160,320.81
69,213.2808,0.0455,160,323.52
70,214.5565,0.0431,160,326.25
71,216.6451,0.1328,160,327.72
72,218.4551,0.0348,160,329.59
73,218.5681,0.0343,160,333.99
74,220.0387,0.0580,160,336.30
75,221.7153,0.0576,160,338.27
76,222.944,0.0444,160,340.89
77,224.1526,0.0559,160,343.52
78,225.5196,0.0530,160,345.87
79,226.7221,0.0698,160,348.44
80,228.1509,0.0582,160,350.65
81,229.54,0.0968,160,352.88
82,230.9186,0.0524,160,355.10
83,232.9454,0.0534,160,356.31
84,234.5869,0.0612,160,358.08
85,235.9219,0.0473,160,360.29
86,237.1846,0.0992,160,362.59
87,238.3703,0.0603,160,364.98
88,239.7758,0.0807,160,367.01
89,241.0277,0.0477,160,369.25
90,242.5116,0.0456,160,371.12
91,243.8073,0.0731,160,373.25
92,244.9601,0.0525,160,375.57
93,245.8207,0.0608,160,378.32
94,247.0479,0.0729,160,380.49
95,248.582,0.0577,160,382.17
96,250.7518,0.2110,160,382.85
97,252.3821,0.0589,160,384.34
98,252.6697,0.0777,160,387.86
99,254.2119,0.0530,160,389.44
100,254.9927,0.1004,160,392.17
