PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,242.0586,61.7907,160,4.13
2,262.3707,0.5232,160,7.62
3,264.6034,0.0828,160,11.34
4,266.8966,0.0622,160,14.99
5,268.2194,0.0932,160,18.64
6,269.3911,0.0550,160,22.27
7,271.0385,0.1110,160,25.83
8,272.5346,0.0622,160,29.35
9,273.3824,0.3166,160,32.92
10,274.4255,0.1886,160,36.44
11,274.9946,0.0554,160,40.00
12,276.1836,0.0677,160,43.45
13,277.2059,0.0389,160,46.90
14,278.348,0.0456,160,50.30
15,279.7438,0.0586,160,53.62
16,279.8531,0.0276,160,57.17
17,281.0734,0.0430,160,60.48
18,282.223,0.0509,160,63.78
19,283.1798,0.1169,160,67.10
20,284.07,0.0369,160,70.41
21,285.0135,0.0364,160,73.68
22,286.0083,0.0552,160,76.92
23,286.9476,0.0563,160,80.15
24,288.2439,0.0538,160,83.26
25,289.2476,0.1034,160,86.43
26,290.3445,0.0348,160,89.55
27,291.1389,0.0639,160,92.74
28,291.9556,0.0300,160,95.90
29,297.9778,0.0617,160,97.32
30,298.8759,0.0338,160,100.38
31,299.8746,0.0323,160,103.38
32,313.4805,0.0742,160,102.08
33,314.4976,0.0578,160,104.93
34,315.6039,0.0528,160,107.73
35,316.654,0.0345,160,110.53
36,317.6403,0.0506,160,113.34
37,318.6277,0.0348,160,116.12
38,319.4773,0.0336,160,118.94
39,320.4535,0.0454,160,121.70
40,321.4537,0.0499,160,124.43
41,322.4239,0.0335,160,127.16
42,323.3226,0.0288,160,129.90
43,324.1299,0.0788,160,132.66
44,325.0897,0.0496,160,135.35
45,326.0207,0.0363,160,138.03
46,326.8787,0.0449,160,140.72
47,338.7386,0.0946,160,138.75
48,338.9003,0.0258,160,141.63
49,339.9141,0.0305,160,144.15
50,340.9053,0.0327,160,146.67
51,347.4213,0.0757,160,146.80
52,348.7355,0.0599,160,149.11
53,348.8685,0.0296,160,151.92
54,362.6425,0.0940,160,148.91
55,363.6809,0.0332,160,151.23
56,364.588,0.0337,160,153.60
57,365.5851,0.0570,160,155.91
58,366.6957,0.0464,160,158.17
59,367.6836,0.0330,160,160.46
60,368.7501,0.0502,160,162.71
61,368.8922,0.0497,160,165.36
62,370.1258,0.0626,160,167.51
63,371.5501,0.1121,160,169.56
64,372.9671,0.0586,160,171.60
65,374.2867,0.0593,160,173.66
66,375.4468,0.0352,160,175.79
67,376.5517,0.0463,160,177.93
68,377.9712,0.0573,160,179.91
69,379.5885,0.0451,160,181.78
70,380.8997,0.0670,160,183.78
71,382.1734,0.1204,160,185.78
72,383.9508,0.0531,160,187.52
73,385.3395,0.0533,160,189.44
74,386.567,0.0488,160,191.43
75,387.6583,0.0468,160,193.47
76,388.8791,0.0445,160,195.43
77,390.1308,0.0918,160,197.37
78,391.6297,0.0739,160,199.17
79,392.8797,0.0516,160,201.08
80,394,0.0525,160,203.05
81,395.2181,0.1958,160,204.95
82,396.7738,0.0673,160,206.67
83,396.9157,0.0304,160,209.11
84,398.2299,0.0573,160,210.93
85,399.0369,0.1624,160,213.01
86,400.9539,0.4952,160,214.49
87,402.0865,0.1339,160,216.37
88,402.9546,0.1443,160,218.39
89,404.4108,0.0739,160,220.07
90,406.3585,0.0481,160,221.48
91,407.5592,0.0505,160,223.28
92,408.9704,0.0502,160,224.96
93,410.6166,0.1101,160,226.49
94,410.9066,0.0480,160,228.76
95,412.1425,0.0542,160,230.50
96,413.9514,0.0493,160,231.91
97,415.4447,0.0580,160,233.48
98,417.5326,0.0843,160,234.71
99,419.0697,0.0374,160,236.24
100,420.2656,0.0514,160,237.94
