PacketCount,Sent_Time,Encoding_Time,Size_In_Bytes,Msg_Rate
1,130.6984,0.6034,160,7.65
2,138.5582,0.1903,160,14.43
3,141.2474,0.2343,160,21.24
4,146.1622,0.1026,160,27.37
5,148.281,0.1560,160,33.72
6,150.1182,0.0950,160,39.97
7,151.3571,0.1422,160,46.25
8,153.8691,0.1029,160,51.99
9,155.7299,0.2486,160,57.79
10,158.0798,0.8485,160,63.26
11,160.0039,0.2783,160,68.75
12,161.082,0.0662,160,74.50
13,162.6882,0.0690,160,79.91
14,164.4056,0.2003,160,85.16
15,165.3807,0.0680,160,90.70
16,166.3,0.1310,160,96.21
17,167.6346,0.3048,160,101.41
18,168.7477,0.4062,160,106.67
19,169.7156,0.1379,160,111.95
20,170.6282,0.0931,160,117.21
21,171.7441,0.0611,160,122.27
22,172.1561,0.0626,160,127.79
23,174.4477,0.1162,160,131.84
24,176.1623,0.4280,160,136.24
25,177.7977,0.3587,160,140.61
26,179.6332,0.0678,160,144.74
27,180.9149,0.1193,160,149.24
28,183.4946,0.0825,160,152.59
29,184.9786,0.0638,160,156.77
30,186.4354,0.0541,160,160.91
31,187.8962,0.0506,160,164.98
32,189.4802,0.0560,160,168.88
33,192.6229,0.0651,160,171.32
34,194.6952,0.0745,160,174.63
35,194.9466,0.0489,160,179.54
36,197.0506,0.0605,160,182.69
37,198.4446,0.0578,160,186.45
38,199.9385,0.0595,160,190.06
39,201.6716,0.0656,160,193.38
40,203.1594,0.0606,160,196.89
41,204.489,0.0612,160,200.50
42,205.6473,0.0658,160,204.23
43,206.4576,0.2836,160,208.28
44,207.354,0.0632,160,212.20
45,208.7388,0.0633,160,215.58
46,209.2312,0.0602,160,219.85
47,211.4674,0.0720,160,222.26
48,212.9588,0.1056,160,225.40
49,214.6173,0.1759,160,228.31
50,215.2833,0.0636,160,232.25
51,216.4739,0.0616,160,235.59
52,217.1186,0.0569,160,239.50
53,218.6652,0.0579,160,242.38
54,220.0151,0.1594,160,245.44
55,221.5182,0.1047,160,248.29
56,222.2426,0.0522,160,251.98
57,224.712,0.0557,160,253.66
58,226.8359,0.2467,160,255.69
59,227.1842,0.2067,160,259.70
60,229.0828,0.0640,160,261.91
61,230.6925,0.0473,160,264.42
62,232.7589,0.2021,160,266.37
63,233.1247,0.2073,160,270.24
64,234.3614,0.0570,160,273.08
65,235.0544,0.0636,160,276.53
66,236.0143,0.0552,160,279.64
67,237.8309,0.1545,160,281.71
68,238.0986,0.0505,160,285.60
69,239.4233,0.0575,160,288.19
70,244.4192,0.1839,160,286.39
71,246.2831,0.1109,160,288.29
72,248.5567,0.0529,160,289.67
73,250.0324,0.0493,160,291.96
74,251.597,0.0586,160,294.12
75,252.8554,0.1013,160,296.61
76,258.268,0.0715,160,294.27
77,259.4141,0.0432,160,296.82
78,260.6931,0.0600,160,299.20
79,262.409,0.0580,160,301.06
80,263.8197,0.0629,160,303.24
81,264.1562,0.1835,160,306.64
82,265.3451,0.0557,160,309.03
83,267.1813,0.0698,160,310.65
84,269.3253,0.0391,160,311.89
85,270.7362,0.0579,160,313.96
86,272.0147,0.1159,160,316.16
87,279.0499,0.1120,160,311.77
88,281.1998,0.0437,160,312.94
89,282.3688,0.0399,160,315.19
90,283.5208,0.0534,160,317.44
91,285.0145,0.0547,160,319.28
92,286.5969,0.0519,160,321.01
93,287.9726,0.0487,160,322.95
94,289.1821,0.0547,160,325.05
95,290.8962,0.0557,160,326.58
96,292.6543,0.1068,160,328.03
97,293.3352,0.0650,160,330.68
98,294.9985,0.0633,160,332.21
99,296.5156,0.3861,160,333.88
100,297.2387,0.0403,160,336.43
